FunctionCode,Address,Size,Index,ParamName,Type,Min,Max,Expression,ReExpression,Unit,Comments,DefaultValue,DataOrder,SampleRate
3,230,16,0,EMU31,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,231,16,0,EMU32,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,232,16,0,EMU33,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,233,16,0,EMU34,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,234,16,0,EMU35,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,235,16,0,EMU36,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,236,16,0,EMU37,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,237,16,0,EMU38,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,238,16,0,EMU39,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,239,16,0,EMU40,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,240,16,0,EMU41,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,241,16,0,EMU42,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,242,16,0,EMU43,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,243,16,0,EMU44,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,244,16,0,EMU45,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,245,16,0,EMU46,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,246,16,0,EMU47,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,247,16,0,EMU48,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,248,16,0,EMU49,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,249,16,0,EMU50,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,250,16,0,EMU51,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,251,16,0,EMU52,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,252,16,0,EMU53,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,253,16,0,EMU54,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,254,16,0,EMU55,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,255,16,0,EMU56,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,256,16,0,EMU57,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,257,16,0,EMU58,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,258,16,0,EMU59,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,259,16,0,EMU60,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,260,16,0,EMU61,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,261,16,0,EMU62,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,262,16,0,EMU63,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,263,16,0,EMU64,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,264,16,0,EMU65,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,265,16,0,EMU66,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,266,16,0,EMU67,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,267,16,0,EMU68,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,268,16,0,EMU69,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,269,16,0,EMU70,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,270,16,0,EMU71,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,271,16,0,EMU72,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,272,16,0,EMU73,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,273,16,0,EMU74,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,274,16,0,EMU75,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,275,16,0,EMU76,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,276,16,0,EMU77,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,277,16,0,EMU78,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,278,16,0,EMU79,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,279,16,0,EMU80,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,280,16,0,EMU81,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,281,16,0,EMU82,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,282,16,0,EMU83,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,283,16,0,EMU84,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,284,16,0,EMU85,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,285,16,0,EMU86,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,286,16,0,EMU87,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,287,16,0,EMU88,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,288,16,0,EMU89,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,289,16,0,EMU90,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,290,16,0,EMU91,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,291,16,0,EMU92,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,292,16,0,EMU93,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,293,16,0,EMU94,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,294,16,0,EMU95,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,295,16,0,EMU96,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,296,16,0,EMU97,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,297,16,0,EMU98,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,298,16,0,EMU99,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
3,299,16,0,EMU100,System.Int16,,,,,,EMU是否启用0=》不启用；1=》启用A网连接；2=》启用B网连接；3=》网络连接异常,,,10
